תאריך,סכום,קטגוריה,תת-קטגוריה,תיאור,סוג,משויך לחודש,קטגוריות,סוג חיוב
1/7/2025 12:00am,₪420.00,רכב,ביטוח,אין,הוצאה,July,,ויזה 6346
1/4/2025 12:00am,₪1220.00,רכב,דלק,אין,הוצאה,April,,ויזה 6346
1/7/2025 12:00am,₪40.00,רכב,חנייה,אין,הוצאה,July,,ויזה 6346
1/6/2025 12:00am,₪816.00,רכב,דלק,אין,הוצאה,June,,ויזה 6346
1/5/2025 12:00am,₪338.00,רכב,דוחות,אין,הוצאה,May,,ויזה 6346
14/9/2025 12:00am,₪358.00,רכב,דלק,,הוצאה,September,,ויזה 6346
19/8/2025 12:00am,₪197.43,רכב,דלק,,הוצאה,September,,ויזה 6346
1/8/2025 12:00am,₪420.00,רכב,ביטוח,אין,הוצאה,August,,ויזה 6346
27/7/2025 12:00am,₪65.00,רכב,חנייה,,הוצאה,August,,ויזה 6346
1/6/2025 12:00am,₪338.00,רכב,דוחות,אין,הוצאה,June,,ויזה 6346
1/3/2025 12:00am,₪420.00,רכב,ביטוח,אין,הוצאה,March,,ויזה 6346
1/2/2025 12:00am,₪678.00,רכב,דלק,אין,הוצאה,February,,ויזה 6346
1/7/2025 12:00am,₪320.00,רכב,תיקונים,צמיג חדש לרכב,הוצאה,July,,ויזה 6346
19/8/2025 12:00am,₪550.00,רכב,תיקונים,,הוצאה,September,,ויזה 6346
19/8/2025 12:00am,₪59.00,רכב,שטיפה,,הוצאה,September,,ויזה 6346
1/7/2025 12:00am,₪24.00,רכב,כביש 6,אין,הוצאה,July,,ויזה 6346
14/9/2025 12:00am,₪34.00,רכב,חנייה,,הוצאה,September,,ויזה 6346
21/8/2025 12:00am,₪340.00,רכב,דלק,,הוצאה,September,,ויזה 6346
1/7/2025 12:00am,₪60.00,רכב,שטיפה,אין,הוצאה,July,,ויזה 6346
24/8/2025 12:00am,₪800.00,רכב,טיפולים,,הוצאה,September,,ויזה 6346
31/8/2025 12:00am,₪300.00,רכב,דלק,,הוצאה,September,,ויזה 6346
30/8/2025 12:00am,₪299.00,רכב,דלק,,הוצאה,September,,ויזה 6346
1/3/2025 12:00am,₪356.00,רכב,דלק,אין,הוצאה,March,,ויזה 6346
1/3/2025 12:00am,₪101.00,רכב,חנייה,אין,הוצאה,March,,ויזה 6346
30/8/2025 12:00am,₪5.17,רכב,חנייה,,הוצאה,September,,ויזה 6346
9/9/2025 12:00am,₪34.00,רכב,חנייה,פנגו,הוצאה,September,,ויזה 6346
1/6/2025 12:00am,₪180.00,רכב,חנייה,אין,הוצאה,June,,ויזה 6346
1/6/2025 12:00am,₪29.00,רכב,כביש 6,אין,הוצאה,June,,ויזה 6346
1/2/2025 12:00am,₪151.00,רכב,חנייה,אין,הוצאה,February,,ויזה 6346
1/5/2025 12:00am,₪129.00,רכב,דלק,אין,הוצאה,May,,ויזה 6346
1/4/2025 12:00am,₪558.00,רכב,דוחות,אין,הוצאה,April,,ויזה 6346
24/9/2025 12:00am,₪60.00,רכב,שטיפה,שטיפה,הוצאה,October,,ויזה 6346
21/9/2025 12:00am,₪53.00,רכב,כביש 6,,הוצאה,October,,ויזה 6346
3/10/2025 12:00am,₪300.00,רכב,דלק,Yellow,הוצאה,October,,ויזה 6346
8/10/2025 12:00am,₪15.00,רכב,חניה,,הוצאה,October,,ויזה 6346
10/10/2025 12:00am,₪250.00,רכב,דוחות,דוח חנייה,הוצאה,October,,ויזה 6346
12/10/2025 12:00am,₪26.00,רכב,חניה,,הוצאה,October,,ויזה 6346
12/10/2025 12:00am,₪318.00,רכב,דלק,דלק Yellow,הוצאה,October,,ויזה 6346
15/10/2025 12:00am,₪59.90,רכב,שטיפה,שטיפה,הוצאה,October,,ויזה 6346
23/10/2025 12:00am,₪59.90,רכב,שטיפה,,הוצאה,November,,ויזה 6346
29/10/2025 12:00am,₪1032.00,רכב,טיפולים,טיפול רכב 185 אלף קילומטר,הוצאה,November,,ויזה 6346
26/10/2025 1:00am,₪340.62,רכב,דלק,,הוצאה,November,,ויזה 6346
4/11/2025 12:00am,₪291.42,רכב,דלק,,הוצאה,November,,ויזה 6346
9/11/2025 12:00am,₪398.00,רכב,ביטוח,ביטוח 2026 תשלום 1,הוצאה,November,,ויזה 6346
15/11/2025 12:00am,₪397.80,רכב,ביטוח,תשלום 2 מתוך 10,הוצאה,November,,ויזה 6346
18/11/2025 12:00am,₪10.00,רכב,חניה,המושבה,הוצאה,December,,ויזה 6346
20/11/2025 12:00am,₪324.25,רכב,דלק,,הוצאה,December,,ויזה 6346
28/11/2025 12:00am,₪60.00,רכב,שטיפה,,הוצאה,December,,ויזה 6346
5/12/2025 12:00am,₪120.00,רכב,שטיפה,,הוצאה,December,,ויזה 6346
5/12/2025 12:00am,₪315.83,רכב,דלק,,הוצאה,December,,ויזה 6346
8/12/2025 12:00am,₪95.00,רכב,תיקונים,החלפת נורה שרופה ומגב אחורי,הוצאה,December,,ויזה 6346
15/1/2026 12:00am,₪397.80,רכב,ביטוח,,הוצאה,January,,ויזה 6346
10/1/2026 12:00am,₪308.63,רכב,דלק,,הוצאה,January,,ויזה 6346
1/3/2025 12:00am,₪114.00,תקשורת,אינטרנט,אין,הוצאה,March,,ויזה 6346
1/5/2025 12:00am,₪30.00,תקשורת,סלולר,אין,הוצאה,May,,ויזה 6346
1/4/2025 12:00am,₪114.00,תקשורת,אינטרנט,אין,הוצאה,April,,ויזה 6346
1/2/2025 12:00am,₪53.00,תקשורת,אפל,אין,הוצאה,February,,ויזה 6346
1/6/2025 12:00am,₪53.00,תקשורת,אפל,אין,הוצאה,June,,ויזה 6346
30/8/2025 12:00am,₪5.52,תקשורת,אינטרנט,בזק,הוצאה,September,,ויזה 6346
24/7/2025 12:00am,₪30.00,תקשורת,סלולר,,הוצאה,August,,ויזה 6346
25/8/2025 12:00am,₪30.00,תקשורת,סלולר,פרטנר,הוצאה,September,,ויזה 6346
1/7/2025 12:00am,₪53.00,תקשורת,אפל,אין,הוצאה,July,,ויזה 6346
1/1/2025 12:00am,₪114.00,תקשורת,אינטרנט,אין,הוצאה,January,,ויזה 6346
1/7/2025 12:00am,₪30.00,תקשורת,סלולר,אין,הוצאה,July,,ויזה 6346
18/7/2025 12:00am,₪126.00,תקשורת,אינטרנט,,הוצאה,August,,ויזה 6346
19/8/2025 12:00am,₪8.00,תקשורת,גוגל,Google one,הוצאה,September,,ויזה 6346
1/6/2025 12:00am,₪114.00,תקשורת,אינטרנט,אין,הוצאה,June,,ויזה 6346
1/1/2025 12:00am,₪30.00,תקשורת,סלולר,אין,הוצאה,January,,ויזה 6346
1/6/2025 12:00am,₪30.00,תקשורת,סלולר,אין,הוצאה,June,,ויזה 6346
1/7/2025 12:00am,₪114.00,תקשורת,אינטרנט,אין,הוצאה,July,,ויזה 6346
1/2/2025 12:00am,₪114.00,תקשורת,אינטרנט,אין,הוצאה,February,,ויזה 6346
1/2/2025 12:00am,₪30.00,תקשורת,סלולר,אין,הוצאה,February,,ויזה 6346
1/5/2025 12:00am,₪53.00,תקשורת,אפל,אין,הוצאה,May,,ויזה 6346
1/4/2025 12:00am,₪53.00,תקשורת,אפל,אין,הוצאה,April,,ויזה 6346
15/8/2025 12:00am,₪126.00,תקשורת,אינטרנט,פרטנר ,הוצאה,August,,ויזה 6346
1/3/2025 12:00am,₪30.00,תקשורת,סלולר,אין,הוצאה,March,,ויזה 6346
1/5/2025 12:00am,₪114.00,תקשורת,אינטרנט,אין,הוצאה,May,,ויזה 6346
8/9/2025 12:00am,₪46.00,תקשורת,אפל,,הוצאה,September,,ויזה 6346
1/1/2025 12:00am,₪53.00,תקשורת,אפל,אין,הוצאה,January,,ויזה 6346
1/4/2025 12:00am,₪30.00,תקשורת,סלולר,אין,הוצאה,April,,ויזה 6346
1/3/2025 12:00am,₪53.00,תקשורת,אפל,אין,הוצאה,March,,ויזה 6346
8/8/2025 12:00am,₪46.00,תקשורת,אפל,,הוצאה,August,,ויזה 6346
19/9/2025 12:00am,₪126.00,תקשורת,אינטרנט,פרטנר אינטרנט,הוצאה,October,,ויזה 6346
25/9/2025 12:00am,₪30.00,תקשורת,סלולר,פרטנר טלפון,הוצאה,October,,ויזה 6346
19/9/2025 12:00am,₪8.00,תקשורת,גוגל,Google one,הוצאה,October,,ויזה 6346
27/9/2025 12:00am,₪30.00,תקשורת,אפל,אפליקציה למדיטציה,הוצאה,October,,ויזה 6346
8/10/2025 12:00am,₪45.00,תקשורת,אפל,אפל מיוזיק | iCloud אחסון,הוצאה,October,,ויזה 6346
20/10/2025 12:00am,₪126.00,תקשורת,אינטרנט,אינטרנט פרטנר,הוצאה,November,,ויזה 6346
19/10/2025 12:00am,₪8.00,תקשורת,גוגל,,הוצאה,November,,ויזה 6346
24/10/2025 12:00am,₪30.16,תקשורת,סלולר,פרטנר,הוצאה,November,,ויזה 6346
8/11/2025 12:00am,₪45.00,תקשורת,אפל,,הוצאה,November,,כאל 6660
18/11/2025 12:00am,₪126.07,תקשורת,אינטרנט,,הוצאה,December,,ויזה 6346
24/11/2025 12:00am,₪30.16,תקשורת,סלולר,,הוצאה,December,,ויזה 6346
19/11/2025 12:00am,₪8.00,תקשורת,גוגל,,הוצאה,December,,ויזה 6346
18/12/2025 12:00am,₪126.07,תקשורת,אינטרנט,,הוצאה,January,,ויזה 6346
19/12/2025 12:00am,₪8.00,תקשורת,גוגל,,הוצאה,January,,ויזה 6346
31/12/2025 12:00am,₪71.60,תקשורת,אפל,,הוצאה,January,,כאל 6660
24/12/2025 12:00am,₪30.00,תקשורת,סלולר,פרטנר,הוצאה,January,,ויזה 6346
31/1/2026 6:17pm,₪70.00,עסקי,כלים לעבודה,אדובי פוטושופ ,הוצאה,February,,ויזה 6346
31/1/2026 10:09pm,₪300.00,הוצאות משתנות,ווייד,פרחים ושושנים מלוטם,,February,,ביט/פייבוקס
1/2/2026 7:31am,₪37.76,עסקי,כלים לעבודה,iCount,הוצאה,February,,ויזה 6346
3/2/2026 3:28pm,₪223.00,אוכל,אוכל בחוץ,סאן צהריים עם דור,הוצאה,February,,ויזה 6346
3/2/2026 5:37pm,₪60.00,הוצאות משתנות,תספורת,נאור,הוצאה,February,,ויזה 6346
3/2/2026 8:58pm,₪184.00,בית,מכשירי חשמל,טוסטר לחיצה,הוצאה,February,,ויזה 6346
4/2/2026 10:17am,₪207.00,הכנסות,זיכויים,זיכוי טוסטר Last Price,הכנסה,February,,ויזה 6346
5/2/2026 9:57pm,₪767.00,עסקי,לימודים,ייעוץ שושי דולב,הוצאה,February,,העברה בנקאית
5/2/2026 9:58pm,₪400.00,בריאות,פסיכולוגית,נורית,הוצאה,February,,ביט/פייבוקס
6/2/2026 10:21am,₪62.87,תקשורת,אינטרנט,טלוויזיה רוסית,הוצאה,February,,כאל 6660
7/2/2026 2:08pm,₪292.00,רכב,דלק,,הוצאה,February,,ויזה 6346
7/2/2026 7:19pm,₪235.00,אוכל,אוכל בחוץ,שווארמה 11 דליה,הוצאה,February,,0439 ויזה משותף
8/2/2026 8:27am,₪46.00,תקשורת,אפל,,הוצאה,February,,ויזה 6346
8/2/2026 10:01am,₪380.00,רכב,תיקונים,צמיג קידמי ימני חדש,הוצאה,February,,ויזה 6346
9/2/2026 8:12pm,₪80.00,אוכל,אוכל בחוץ,פיצה האט,הוצאה,February,,ויזה 6346
10/2/2026 9:59pm,₪60.00,עסקי,כלים לעבודה,Claude,הוצאה,February,,ויזה 6346
11/2/2026 8:01pm,₪185.00,אוכל,סופר,סבן,הוצאה,February,,0439 ויזה משותף
11/2/2026 9:45pm,₪37.00,תקשורת,גוגל,חבילת פרימיום טלוויזיו,הוצאה,February,,ויזה 6346
12/2/2026 1:22pm,₪55.00,אוכל,אוכל בחוץ,יאשקה,הוצאה,February,,ויזה 6346
11/2/2026 1:12am,₪4100.00,בית,שכר דירה,,הוצאה,February,,צ'ק
13/2/2026 8:34am,₪10.00,אוכל,מזדמנים,קפה קמיליה ,הוצאה,February,,ויזה 6346
13/2/2026 9:41am,₪169.00,אוכל,אוכל בחוץ,ארוחת בוקר כפר תבור,הוצאה,February,,0439 ויזה משותף
13/2/2026 1:27pm,₪13.00,אוכל,מזדמנים,,הוצאה,February,,0439 ויזה משותף
13/2/2026 9:45pm,₪250.00,אוכל,מסעדות,מסעדת טוטי כפר תבור,הוצאה,February,,0439 ויזה משותף
14/2/2026 11:02am,₪54.00,אוכל,מסעדות,קפה בכפר כנא,הוצאה,February,,0439 ויזה משותף
14/2/2026 12:58pm,₪42.00,אוכל,מזדמנים,משק אופיר יין,הוצאה,February,,0439 ויזה משותף
14/2/2026 3:59pm,₪200.00,אוכל,מסעדות,מגדי,הוצאה,February,,0439 ויזה משותף
16/1/2026 8:18pm,₪120.00,בית,אחר,כביסה ד״ר קלין,הוצאה,February,,ויזה 6346
16/1/2026 8:19pm,₪271.00,בריאות,תרופות,,הוצאה,February,,ויזה 6346
17/1/2026 8:19pm,₪175.00,אוכל,אוכל בחוץ,ג'חנון בצרה לכל המשפחה,הוצאה,February,,ביט/פייבוקס
18/2/2026 8:21pm,₪126.00,תקשורת,אינטרנט,פרטנר,הוצאה,March,,ויזה 6346
21/1/2026 8:22pm,₪12.00,פנאי,אחר,לוטו,הוצאה,February,,ויזה 6346
22/1/2026 5:37pm,₪60.00,הוצאות משתנות,תספורת,נאור,הוצאה,February,,ויזה 6346
22/1/2026 8:24pm,₪40.00,אוכל,מזדמנים,עוגיות אלפחורס מהזקנה במשרד,הוצאה,February,,ביט/פייבוקס
22/1/2026 1:22pm,₪55.00,אוכל,אוכל בחוץ,יאשקה,הוצאה,February,,ביט/פייבוקס
24/1/2026 8:27pm,₪60.00,אוכל,אוכל בחוץ,דלי קרים של שישי,הוצאה,February,,ויזה 6346
26/1/2026 8:34pm,₪329.00,רכב,דלק,,הוצאה,February,,ויזה 6346
27/1/2026 8:41pm,₪70.00,עסקי,כלים לעבודה,אור פיאלקוב | wp rocket,הוצאה,February,,ביט/פייבוקס
27/1/2026 8:42pm,₪11.57,רכב,חניה,פנגו,הוצאה,February,,הוראת קבע
28/1/2026 8:44pm,₪67.00,אוכל,אוכל בחוץ,מאמא שווארמה,הוצאה,February,,ויזה 6346
29/1/2026 8:46pm,₪35.00,אוכל,אוכל בחוץ,חומסישקין,הוצאה,February,,ויזה 6346
30/1/2026 8:47pm,₪150.00,הוצאות משתנות,מתנות,פרחים ליובי,הוצאה,February,,ויזה 6346
30/1/2026 8:49pm,₪120.00,רכב,שטיפה,,הוצאה,February,,ויזה 6346
31/1/2026 8:49pm,₪300.00,הוצאות משתנות,וויד,ביט לוטם,הוצאה,February,,ביט/פייבוקס
31/1/2026 8:51pm,₪18.00,הוצאות משתנות,אחר,דמי כרטיס,הוצאה,February,,ויזה 6346
3/2/2026 8:54pm,₪69.22,בריאות,ביטוח בריאות,הראל בריאות,הוצאה,February,,הוראת קבע
10/2/2026 8:58pm,₪28.00,רכב,חניה,תו חנייה הוד השרון,הוצאה,February,,ויזה 6346
14/2/2026 9:02pm,₪47.00,עסקי,כלים לעבודה,קלוד אקסטרה קרדיט'ס,הוצאה,February,,ויזה 6346
14/2/2026 9:18pm,₪2480.00,אוכל,סופר,סבן | 12 עסקאות,הוצאה,February,,כאל 6660
4/2/2026 9:19pm,₪137.00,הוצאות משתנות,מיצי,אוכל רטוב שימורים,הוצאה,February,,כאל 6660
7/2/2026 9:20pm,₪11.90,תקשורת,אפל,דרך פייפל,הוצאה,February,,כאל 6660
10/2/2026 9:38pm,₪14000.00,הכנסות,משכורת,,הכנסה,February,,העברה בנקאית
19/2/2026 7:02pm,₪60.00,הוצאות משתנות,תספורת,,הוצאה,March,,ויזה 6346
19/2/2026 7:05pm,₪30.00,הוצאות משתנות,ווייד,נייר גלגול ,הוצאה,March,,ויזה 6346
19/2/2026 8:14pm,₪334.00,רכב,דלק,,הוצאה,March,,ויזה 6346
20/2/2026 4:42pm,₪16.00,אוכל,מזדמנים,ארטיק,הוצאה,March,,ויזה 6346
20/2/2026 4:59pm,₪35.00,רכב,שטיפה,,הוצאה,March,,ויזה 6346
25/2/2026 12:23am,₪95.00,אוכל,משלוחים,וולט נשנושים ליגת האלופות,הוצאה,March,,ויזה 6346
25/2/2026 2:05pm,₪35.00,אוכל,אוכל בחוץ,חומוס בעבודה,הוצאה,March,,ביט/פייבוקס
25/2/2026 7:52pm,₪400.00,בריאות,פסיכולוגית,,הוצאה,March,,ביט/פייבוקס
25/2/2026 8:30pm,₪400.00,הוצאות משתנות,ווייד,,הוצאה,March,,ויזה משותף 0439
26/2/2026 12:55pm,₪84.00,רכב,כביש 6,נסיעה לצפון כפר תבור ,הוצאה,March,,ויזה 6346
26/2/2026 2:23pm,₪60.00,אוכל,אוכל בחוץ,צהריים מאמא,הוצאה,March,,ביט/פייבוקס
27/2/2026 3:22pm,₪120.00,הוצאות משתנות,מתנות,פרחים ליובי,הוצאה,March,,ויזה 6346
28/2/2026 10:36am,₪740.00,אוכל,סופר,סבן,הוצאה,March,,ויזה משותף 0439
1/3/2026 11:21am,₪27.00,אוכל,מזדמנים,רולדין ,הוצאה,March,,ויזה משותף 0439
1/3/2026 7:20pm,₪37.00,עסקי,כלים לעבודה,iCount,הוצאה,March,,ויזה 6346
1/3/2026 8:50pm,₪253.00,רכב,דלק,,הוצאה,March,,ויזה 6346
2/3/2026 9:27am,₪52.00,אוכל,סופר,סבן,הוצאה,March,,ויזה משותף 0439
2/3/2026 9:33am,₪7.90,אוכל,סופר,,הוצאה,March,,ויזה משותף 0439
4/3/2026 4:56pm,₪41.00,תקשורת,אינטרנט,טלוויזיה AntiFriz,הוצאה,March,,ויזה 6346
4/3/2026 11:18pm,₪78.00,אוכל,אוכל בחוץ,אבולעפיה,הוצאה,March,,ויזה משותף 0439
4/3/2026 11:24pm,₪27.00,אוכל,אוכל בחוץ,אבולעפיה,הוצאה,March,,ויזה משותף 0439
6/3/2026 10:08am,₪60.00,הוצאות משתנות,תספורת,,הוצאה,March,,ויזה 6346
6/3/2026 10:26am,₪388.00,בית,מכשירי חשמל,סטרימרים לאמא ,הוצאה,March,,ויזה 6346
7/3/2026 1:16pm,₪278.00,אוכל,סופר,סבן,הוצאה,March,,ויזה משותף 0439
8/3/2026 12:22pm,₪42.00,אוכל,מזדמנים,רולדין,הוצאה,March,,ויזה משותף 0439
12/3/2026 3:24pm,₪100.00,הוצאות משתנות,מתנות,תרומה שנתית לתת,הוצאה,March,,ביט/פייבוקס
12/3/2026 3:25pm,₪148.00,אוכל,אוכל בחוץ,מקדולנס עם שרון ,הוצאה,March,,ויזה 6346
12/3/2026 9:41pm,₪800.00,הוצאות משתנות,ווייד,20 גרם רפאל,הוצאה,March,,ויזה משותף 0439
12/3/2026 10:19pm,₪110.00,אוכל,אוכל בחוץ,סודוך,הוצאה,March,,ויזה משותף 0439
12/3/2026 10:35pm,₪36.00,אוכל,מזדמנים,ארטיקים ,הוצאה,March,,ויזה משותף 0439
10/3/2026 1:42am,₪14000.00,הכנסות,משכורת,,הכנסה,March,,
13/3/2026 3:03am,₪220.00,בית,אלי אקספרס,דברים לבית ולמשרד,הוצאה,March,,ויזה 6346
13/3/2026 3:05am,₪140.00,בית,אלי אקספרס,נעליים ומפוח אוויר,הוצאה,March,,ויזה 6346
13/3/2026 1:42pm,₪55.00,אוכל,אוכל בחוץ,אוכל מוכן בגי ,הוצאה,March,,ויזה משותף 0439
13/3/2026 1:45pm,₪30.00,אוכל,אוכל בחוץ,בורקס,הוצאה,March,,ויזה משותף 0439
10/3/2026 2:56pm,₪4100.00,בית,שכר דירה,,הוצאה,March,,צ'ק
14/3/2026 1:29pm,₪230.00,אוכל,סופר,סבן,הוצאה,March,,ויזה משותף 0439
16/3/2026 2:14pm,₪15.00,אוכל,מזדמנים,סלטים לצהריים מיאשקה,הוצאה,April,,ויזה 6346
17/3/2026 2:53pm,₪12.50,רכב,חנייה,,הוצאה,April,,ויזה 6346
17/3/2026 6:07pm,₪60.00,הוצאות משתנות,תספורת,,הוצאה,April,,ויזה 6346
18/3/2026 6:04pm,₪315.00,רכב,דלק,,הוצאה,April,,ויזה 6346
15/12/2025 12:00am,₪397.80,רכב,ביטוח,,הוצאה,December,,ויזה 6346
15/2/2026 12:00am,₪397.80,רכב,ביטוח,,הוצאה,February,,ויזה 6346
15/3/2026 12:00am,₪397.80,רכב,ביטוח,,הוצאה,March,,ויזה 6346
18/1/2026 8:21pm,₪126.00,תקשורת,אינטרנט,פרטנר,הוצאה,February,,ויזה 6346
18/3/2026 8:21pm,₪126.00,תקשורת,אינטרנט,פרטנר,הוצאה,April,,ויזה 6346
24/1/2026 12:00am,₪30.00,תקשורת,סלולר,פרטנר,הוצאה,February,,ויזה 6346
24/2/2026 12:00am,₪30.00,תקשורת,סלולר,פרטנר,הוצאה,March,,ויזה 6346
18/3/2026 12:00am,₪30.00,תקשורת,סלולר,פרטנר,הוצאה,April,,ויזה 6346
3/3/2026 8:54pm,₪69.22,בריאות,ביטוח בריאות,הראל בריאות,הוצאה,March,,הוראת קבע
13/3/2026 8:56pm,₪33.00,רכב,אחר,חנות נוחות תחנת דלק,הוצאה,March,,ויזה 6346
28/2/2026 9:04pm,₪18.00,עסקי,אחר,דמי כרטיס,הוצאה,March,,ויזה 6346
